date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:22:13	4579/4579	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202017%2018:51:46%20GMT	https://beverleybeaversbadminton.club/system/asset_management/assets/assets/000/000/026/thumb/DSC_0009-3.JPG?1495306306	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/system/asset_management/assets/assets/000/000/026/thumb/DSC_0009-32118.jpg	(from https://beverleybeaversbadminton.club/gallery)
19:22:14	30631/30631	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202017%2018:51:47%20GMT	https://beverleybeaversbadminton.club/system/asset_management/assets/assets/000/000/027/full/DSC_0016.JPG?1495306307	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/system/asset_management/assets/assets/000/000/027/full/DSC_0016ddb4.jpg	(from https://beverleybeaversbadminton.club/gallery)
19:22:15	4312/4312	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202017%2018:51:47%20GMT	https://beverleybeaversbadminton.club/system/asset_management/assets/assets/000/000/027/thumb/DSC_0016.JPG?1495306307	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/system/asset_management/assets/assets/000/000/027/thumb/DSC_0016ddb4.jpg	(from https://beverleybeaversbadminton.club/gallery)
19:22:16	45103/45103	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202017%2018:51:48%20GMT	https://beverleybeaversbadminton.club/system/asset_management/assets/assets/000/000/028/full/IMG_0208.JPG?1495306307	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/system/asset_management/assets/assets/000/000/028/full/IMG_0208ddb4.jpg	(from https://beverleybeaversbadminton.club/gallery)
19:22:17	5012/5012	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202017%2018:51:48%20GMT	https://beverleybeaversbadminton.club/system/asset_management/assets/assets/000/000/028/thumb/IMG_0208.JPG?1495306307	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/system/asset_management/assets/assets/000/000/028/thumb/IMG_0208ddb4.jpg	(from https://beverleybeaversbadminton.club/gallery)
19:22:18	42016/42016	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202017%2018:51:48%20GMT	https://beverleybeaversbadminton.club/system/asset_management/assets/assets/000/000/029/full/IMG_0210.JPG?1495306308	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/system/asset_management/assets/assets/000/000/029/full/IMG_02106bb2.jpg	(from https://beverleybeaversbadminton.club/gallery)
19:22:19	4718/4718	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202017%2018:51:48%20GMT	https://beverleybeaversbadminton.club/system/asset_management/assets/assets/000/000/029/thumb/IMG_0210.JPG?1495306308	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/system/asset_management/assets/assets/000/000/029/thumb/IMG_02106bb2.jpg	(from https://beverleybeaversbadminton.club/gallery)
19:22:20	47921/47921	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202017%2018:51:49%20GMT	https://beverleybeaversbadminton.club/system/asset_management/assets/assets/000/000/030/full/IMG_0211.JPG?1495306309	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/system/asset_management/assets/assets/000/000/030/full/IMG_0211cef8.jpg	(from https://beverleybeaversbadminton.club/gallery)
19:22:21	6473/6473	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202017%2018:51:49%20GMT	https://beverleybeaversbadminton.club/system/asset_management/assets/assets/000/000/030/thumb/IMG_0211.JPG?1495306309	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/system/asset_management/assets/assets/000/000/030/thumb/IMG_0211cef8.jpg	(from https://beverleybeaversbadminton.club/gallery)
19:22:22	146152/146152	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Apr%202017%2017:19:23%20GMT	https://beverleybeaversbadminton.club/system/banners/images/000/000/002/std/beavers-t-shirt-banner.jpg?1469357380	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/system/banners/images/000/000/002/std/beavers-t-shirt-banner4297.jpg	(from https://beverleybeaversbadminton.club/social-wall)
19:22:24	184467/184467	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Dec%202017%2019:47:54%20GMT	https://beverleybeaversbadminton.club/system/banners/images/000/000/005/std/beavers-aa-racket-banner.jpg?1513453673	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/system/banners/images/000/000/005/std/beavers-aa-racket-banner0bb6.jpg	(from https://beverleybeaversbadminton.club/racket-stringing)
19:22:24	675/675	---MC-	200	added ('OK')	text/javascript	date:Sat,%2025%20Jan%202020%2019:22:24%20GMT	https://www.google.com/recaptcha/api.js	/Users/davealmond/websites/Badders/www.google.com/recaptcha/api.js	(from https://beverleybeaversbadminton.club/contact)
19:22:26	0/0	UR-M-Z	416	error ('Requested%20range%20not%20satisfiable')	text/javascript	date:Mon,%2019%20Aug%202019%2017:22:41%20GMT	http://www.google-analytics.com/analytics.js	/Users/davealmond/websites/Badders/www.google-analytics.com/analytics.js	(from https://beverleybeaversbadminton.club/)
19:22:26	304231/304231	UR-MCZ	200	added ('OK')	application/javascript	date:Wed,%2020%20Mar%202019%2007:45:52%20GMT	https://beverleybeaversbadminton.club/assets/application-2dd45aec2d634f036241c7e2457fc7113954dac86eb3a817e21a2e85133a8884.js	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/assets/application-2dd45aec2d634f036241c7e2457fc7113954dac86eb3a817e21a2e85133a8884.js	(from https://beverleybeaversbadminton.club/)
19:22:26	9718/9718	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Jan%202020%2019:22:26%20GMT	https://beverleybeaversbadminton.club/javascripts/backgroundsize.min.htc	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/javascripts/backgroundsize.min.33.delayed	(from https://beverleybeaversbadminton.club/assets/application-6c8ef543b7e1fbc6931e3b1c4d01fc81e6cf8aa189659db169d51416cf4c6d78.css)
19:22:27	235952/235952	URF---	200	added ('OK%20(cached)')	image/jpeg		https://beverleybeaversbadminton.club/system/banners/images/000/000/006/std/badders-2019.jpg?1563707020	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/system/banners/images/000/000/006/std/badders-20192d83.jpg	(from https://beverleybeaversbadminton.club/)
19:22:27	215991/215991	URF---	200	added ('OK%20(cached)')	image/jpeg		https://beverleybeaversbadminton.club/system/banners/images/000/000/001/std/beavers-club-images-1.jpg?1469294137	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/system/banners/images/000/000/001/std/beavers-club-images-18be5.jpg	(from https://beverleybeaversbadminton.club/club-nights)
19:22:27	4502/4502	UR-MCZ	200	added ('OK')	application/javascript	date:Wed,%2020%20Mar%202019%2007:45:51%20GMT	https://beverleybeaversbadminton.club/assets/maps2-f5bf1bead7948d34b58d2fdc61fe52bb720bad93615f98bdca71cbc53c11cbc7.js	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/assets/maps2-f5bf1bead7948d34b58d2fdc61fe52bb720bad93615f98bdca71cbc53c11cbc7.js	(from https://beverleybeaversbadminton.club/)
19:22:27	197456/197456	URF---	200	added ('OK%20(cached)')	image/jpeg		https://beverleybeaversbadminton.club/system/banners/images/000/000/004/std/beavers-club-images-2.jpg?1469550535	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/system/banners/images/000/000/004/std/beavers-club-images-26aa2.jpg	(from https://beverleybeaversbadminton.club/kids-club)
19:22:29	8111/8111	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2020%20Mar%202019%2007:45:52%20GMT	https://beverleybeaversbadminton.club/assets/noun_243411_cc-be5dd99e8c80af4cf32b4ffabdde5d801a4b335cca4639a8c4e9b4b03fe5fcf7.svg	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/assets/noun_243411_cc-be5dd99e8c80af4cf32b4ffabdde5d801a4b335cca4639a8c4e9b4b03fe5fcf7.svg	(from https://beverleybeaversbadminton.club/assets/application-6c8ef543b7e1fbc6931e3b1c4d01fc81e6cf8aa189659db169d51416cf4c6d78.css)
19:22:29	146261/146261	URF---	200	added ('OK%20(cached)')	image/jpeg		https://beverleybeaversbadminton.club/system/asset_management/assets/assets/000/000/033/full/DSC_0007-5.JPG?1503255027	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/system/asset_management/assets/assets/000/000/033/full/DSC_0007-58bd1.jpg	(from https://beverleybeaversbadminton.club/gallery)
19:22:29	141435/141435	URF---	200	added ('OK%20(cached)')	image/jpeg		https://beverleybeaversbadminton.club/system/asset_management/assets/assets/000/000/032/full/DSC_0005-2.JPG?1503255026	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/system/asset_management/assets/assets/000/000/032/full/DSC_0005-2f713.jpg	(from https://beverleybeaversbadminton.club/gallery)
19:22:29	160381/160381	URF---	200	added ('OK%20(cached)')	image/jpeg		https://beverleybeaversbadminton.club/system/asset_management/assets/assets/000/000/034/full/DSC_0009-7.JPG?1503255028	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/system/asset_management/assets/assets/000/000/034/full/DSC_0009-7bc9b.jpg	(from https://beverleybeaversbadminton.club/gallery)
19:22:30	1616/1616	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2020%20Mar%202019%2007:45:52%20GMT	https://beverleybeaversbadminton.club/assets/noun_237809_cc-44c76d44bdb3499c4f23f1f1d91a9778c956ea1310d5e9942bd3952af7c753da.svg	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/assets/noun_237809_cc-44c76d44bdb3499c4f23f1f1d91a9778c956ea1310d5e9942bd3952af7c753da.svg	(from https://beverleybeaversbadminton.club/assets/application-6c8ef543b7e1fbc6931e3b1c4d01fc81e6cf8aa189659db169d51416cf4c6d78.css)
19:22:30	165997/165997	URF---	200	added ('OK%20(cached)')	image/jpeg		https://beverleybeaversbadminton.club/system/asset_management/assets/assets/000/000/014/full/winners-ali-runnersup.jpg?1469371063	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/system/asset_management/assets/assets/000/000/014/full/winners-ali-runnersup8b84.jpg	(from https://beverleybeaversbadminton.club/gallery)
19:22:30	146152/146152	URF---	200	added ('OK%20(cached)')	image/jpeg		https://beverleybeaversbadminton.club/system/banners/images/000/000/002/std/beavers-t-shirt-banner.jpg?1469357380	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/system/banners/images/000/000/002/std/beavers-t-shirt-banner4297.jpg	(from https://beverleybeaversbadminton.club/social-wall)
19:22:30	184467/184467	URF---	200	added ('OK%20(cached)')	image/jpeg		https://beverleybeaversbadminton.club/system/banners/images/000/000/005/std/beavers-aa-racket-banner.jpg?1513453673	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/system/banners/images/000/000/005/std/beavers-aa-racket-banner0bb6.jpg	(from https://beverleybeaversbadminton.club/racket-stringing)
19:22:31	675/675	URF---	200	added ('OK%20(cached)')	application/x-javascript		https://www.google.com/recaptcha/api.js	/Users/davealmond/websites/Badders/www.google.com/recaptcha/api.js	(from https://beverleybeaversbadminton.club/contact)
19:22:31	2492/2492	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2020%20Mar%202019%2007:45:52%20GMT	https://beverleybeaversbadminton.club/assets/noun_142081_cc-ab6036b45395feffe61bf2350c3c382f893d961e3c40b71e0e5d2ccdb3d57e77.svg	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/assets/noun_142081_cc-ab6036b45395feffe61bf2350c3c382f893d961e3c40b71e0e5d2ccdb3d57e77.svg	(from https://beverleybeaversbadminton.club/assets/application-6c8ef543b7e1fbc6931e3b1c4d01fc81e6cf8aa189659db169d51416cf4c6d78.css)
19:22:32	1171/1171	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2020%20Mar%202019%2007:45:52%20GMT	https://beverleybeaversbadminton.club/assets/noun_287792_cc-1e6abe064257bb56f892999765c2e03b19c13fdd7a677a9c8889ae2e606daeca.svg	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/assets/noun_287792_cc-1e6abe064257bb56f892999765c2e03b19c13fdd7a677a9c8889ae2e606daeca.svg	(from https://beverleybeaversbadminton.club/assets/application-6c8ef543b7e1fbc6931e3b1c4d01fc81e6cf8aa189659db169d51416cf4c6d78.css)
19:22:33	13620/13620	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2020%20Mar%202019%2007:45:52%20GMT	https://beverleybeaversbadminton.club/assets/noun_243414_cc-adeff89ded978a6ae66c54c4fd63886c6a254574543286885fecd5f7ef665f66.svg	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/assets/noun_243414_cc-adeff89ded978a6ae66c54c4fd63886c6a254574543286885fecd5f7ef665f66.svg	(from https://beverleybeaversbadminton.club/assets/application-6c8ef543b7e1fbc6931e3b1c4d01fc81e6cf8aa189659db169d51416cf4c6d78.css)
19:22:34	1415/1415	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2020%20Mar%202019%2007:45:52%20GMT	https://beverleybeaversbadminton.club/assets/noun_29984_cc-d6bdc822dcffc6c851ff8aabc9afe60dc8e5e2173eb0aa65b2b6338bfbe2e817.svg	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/assets/noun_29984_cc-d6bdc822dcffc6c851ff8aabc9afe60dc8e5e2173eb0aa65b2b6338bfbe2e817.svg	(from https://beverleybeaversbadminton.club/assets/application-6c8ef543b7e1fbc6931e3b1c4d01fc81e6cf8aa189659db169d51416cf4c6d78.css)
19:22:35	52596/52596	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2020%20Mar%202019%2007:45:52%20GMT	https://beverleybeaversbadminton.club/assets/noun_198230_cc-8b9392ede92162013b4fd5b957f9d1d701679d342d57a7068c58e5b46399de8f.svg	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/assets/noun_198230_cc-8b9392ede92162013b4fd5b957f9d1d701679d342d57a7068c58e5b46399de8f.svg	(from https://beverleybeaversbadminton.club/assets/application-6c8ef543b7e1fbc6931e3b1c4d01fc81e6cf8aa189659db169d51416cf4c6d78.css)
19:22:35	4762/4762	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Mar%202019%2007:45:52%20GMT	https://beverleybeaversbadminton.club/assets/icons/social/share-d59fa5b09d8fc55c014adc1d994a6a9d319d20be956b70ecd28a033d758783e9.png	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/assets/icons/social/share-d59fa5b09d8fc55c014adc1d994a6a9d319d20be956b70ecd28a033d758783e9.png	(from https://beverleybeaversbadminton.club/assets/application-6c8ef543b7e1fbc6931e3b1c4d01fc81e6cf8aa189659db169d51416cf4c6d78.css)
19:22:36	9692/9692	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Jan%202020%2019:22:36%20GMT	https://beverleybeaversbadminton.club/images/icons/move.png	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/images/icons/move.png	(from https://beverleybeaversbadminton.club/assets/application-6c8ef543b7e1fbc6931e3b1c4d01fc81e6cf8aa189659db169d51416cf4c6d78.css)
19:22:37	20937/20937	---M--	200	added ('OK')	text/html	etag:W/%22674d2bc8b483b6e246f92653d7fe2a4f%22	https://beverleybeaversbadminton.club/contact	/Users/davealmond/websites/Badders/beverleybeaversbadminton.club/contact.html	(from https://beverleybeaversbadminton.club/)
